,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt,Sentiment Score
2019-07-08,1647.735,1561.387,3119.398,1361.149,2980.6,1922.76,1046.25,1173.596,-0.139985
2019-07-09,1650.619,1562.589,3114.201,1359.322,2981.04,1913.5,1042.47,1172.229,-0.147339
2019-07-10,1657.631,1565.046,3112.347,1361.592,2982.17,1916.82,1048.95,1172.196,-0.135955
2019-07-11,1660.983,1557.921,3101.863,1360.708,2982.73,1919.61,1055.15,1171.331,-0.128049
2019-07-12,1669.041,1569.998,3105.175,1360.978,2984.04,1921.45,1050.91,1171.714,-0.129366
2019-07-15,1669.272,1561.82,3109.77,1361.978,2986.61,1924.61,1057.75,1173.535,-0.107247
2019-07-16,1663.786,1561.995,3104.591,1362.082,2988.36,1921.12,1060.38,1173.218,-0.110113
2019-07-17,1653.528,1550.778,3116.332,1361.123,2989.57,1917.67,1054.9,1174.72,-0.104913
2019-07-18,1659.384,1555.624,3119.96,1358.242,2989.5,1906.32,1051.72,1174.483,-0.096704
2019-07-19,1649.199,1547.896,3119.612,1358.735,2989.74,1918.88,1057.49,1175.075,-0.097939
2019-07-22,1653.636,1544.783,3123.322,1359.89,2991.09,1916.56,1053.81,1176.079,-0.044422
2019-07-23,1664.936,1554.962,3119.554,1361.791,2991.39,1922.98,1055.49,1176.866,-0.038235
2019-07-24,1673.931,1580.417,3126.888,1363.484,2991.51,1925.54,1055.34,1178.598,-0.050225
2019-07-25,1664.409,1561.449,3124.157,1364.294,2992.63,1918.99,1054.29,1178.877,-0.076799
2019-07-26,1677.128,1578.967,3125.042,1365.567,2993.65,1914.68,1048.66,1178.829,-0.072309
2019-07-29,1673.631,1569.025,3131.25,1365.938,2996.32,1913.66,1045.73,1180.095,-0.048868
2019-07-30,1670.128,1585.599,3128.624,1364.467,2997.29,1899.97,1043.15,1179.583,-0.04463
2019-07-31,1652.397,1574.605,3136.922,1365.851,2998.34,1897.12,1037.01,1181.125,-0.044426
2019-08-01,1636.866,1550.764,3158.503,1364.377,2998.59,1894.34,1024.56,1182.667,-0.064117
2019-08-02,1623.838,1533.659,3161.457,1360.688,2997.22,1863.85,1003.76,1182.207,-0.080578
2019-08-05,1575.303,1487.414,3176.06,1351.069,2995.12,1832.72,973.0,1180.459,-0.072634
2019-08-06,1595.99,1502.086,3175.276,1353.651,2995.48,1820.33,972.67,1180.516,-0.12083
2019-08-07,1597.845,1500.686,3184.145,1350.084,2993.38,1829.31,972.65,1184.686,-0.14379
2019-08-08,1628.364,1532.132,3179.455,1356.541,2992.28,1846.36,984.3,1187.195,-0.157399
2019-08-09,1616.968,1513.043,3177.55,1356.12,2991.2,1840.48,981.19,1187.938,-0.193918
2019-08-12,1596.982,1494.275,3197.241,1355.462,2991.23,1838.76,974.48,1179.571,-0.191671
2019-08-13,1619.931,1510.575,3190.06,1358.015,2989.53,1829.79,968.87,1175.985,-0.208583
2019-08-14,1572.567,1467.522,3205.299,1351.516,2986.72,1812.99,964.43,1176.424,-0.224268
2019-08-15,1575.97,1461.648,3213.883,1351.758,2984.03,1797.33,963.52,1179.063,-0.251443
2019-08-16,1599.198,1493.64,3212.186,1354.094,2983.74,1811.86,970.27,1181.656,-0.26437
2019-08-19,1617.777,1508.85,3200.64,1357.674,2985.11,1828.99,977.73,1178.532,-0.284797
2019-08-20,1605.48,1498.006,3211.851,1359.219,2985.56,1825.84,980.11,1179.23,-0.292612
2019-08-21,1618.814,1509.85,3212.536,1363.478,2985.68,1836.03,983.14,1180.147,-0.291007
2019-08-22,1617.937,1506.002,3207.205,1365.344,2986.25,1829.29,975.66,1180.716,-0.293608
2019-08-23,1576.359,1459.485,3225.09,1363.99,2986.49,1826.73,973.66,1182.673,-0.294739
2019-08-26,1592.977,1476.002,3221.146,1364.894,2987.62,1816.31,960.81,1181.497,-0.302706
2019-08-27,1587.133,1456.039,3234.365,1366.649,2988.21,1825.71,964.59,1182.645,-0.280007
2019-08-28,1597.187,1472.713,3238.202,1368.138,2988.72,1821.94,965.35,1183.923,-0.254288
2019-08-29,1617.643,1496.72,3228.998,1370.515,2988.95,1831.36,970.08,1183.53,-0.209317
2019-08-30,1618.609,1494.839,3232.08,1371.137,2989.59,1842.58,984.33,1184.067,-0.207665
2019-09-03,1606.913,1472.283,3238.009,1369.225,2990.77,1838.27,973.27,1186.493,-0.195377
2019-09-04,1624.286,1484.758,3239.114,1371.078,2990.69,1858.23,990.61,1190.425,-0.194869
2019-09-05,1645.323,1510.745,3217.85,1373.43,2991.87,1873.8,1003.01,1189.393,-0.191049
2019-09-06,1646.455,1505.168,3224.312,1374.656,2992.3,1882.43,1007.96,1189.892,-0.189952
2019-09-09,1645.802,1524.231,3210.366,1376.413,2994.02,1883.15,1010.58,1189.0,-0.204478
2019-09-10,1646.299,1542.989,3192.094,1377.639,2995.94,1884.3,1008.13,1185.038,-0.201594
2019-09-11,1658.785,1575.712,3187.341,1377.249,2998.05,1896.38,1017.04,1183.934,-0.199548
2019-09-12,1663.128,1575.066,3178.145,1378.216,3000.04,1905.31,1022.33,1184.263,-0.18468
2019-09-13,1661.462,1578.138,3157.237,1376.664,3001.72,1919.61,1026.61,1178.299,-0.174977
2019-09-16,1657.749,1584.597,3171.097,1380.294,3004.95,1902.29,1027.08,1178.695,-0.18098
2019-09-17,1662.059,1578.29,3176.757,1380.218,3005.2,1907.01,1018.93,1179.648,-0.188944
2019-09-18,1662.076,1568.344,3184.354,1379.66,3004.35,1905.01,1021.36,1182.659,-0.185529
2019-09-19,1662.08,1561.474,3190.756,1380.482,3003.27,1913.69,1016.57,1183.876,-0.198961
2019-09-20,1654.172,1559.765,3196.928,1380.513,3003.78,1912.66,1021.27,1185.928,-0.198531
2019-09-23,1654.189,1558.247,3207.695,1380.731,3004.85,1903.93,1015.23,1186.723,-0.178952
2019-09-24,1639.357,1533.586,3220.71,1380.569,3004.75,1905.73,1011.35,1186.101,-0.152173
2019-09-25,1649.694,1550.654,3198.231,1377.625,3003.99,1889.93,1005.56,1181.805,-0.145261
2019-09-26,1645.285,1533.326,3209.289,1377.048,3003.23,1895.62,1009.3,1183.234,-0.137946
2019-09-27,1635.623,1520.476,3211.089,1375.823,3002.72,1895.72,1001.5,1184.484,-0.137068
2019-09-30,1644.181,1523.373,3212.171,1375.528,3004.05,1889.36,1001.0,1184.503,-0.145487
2019-10-01,1623.648,1493.432,3218.16,1374.585,3003.88,1880.44,998.48,1184.697,-0.162168
2019-10-02,1595.349,1479.63,3220.412,1368.677,2999.42,1849.26,989.2,1184.004,-0.184798
2019-10-03,1608.41,1486.347,3232.292,1367.349,2996.19,1846.42,992.28,1186.545,-0.195952
2019-10-04,1630.921,1500.702,3238.341,1369.509,2993.31,1854.43,996.58,1189.614,-0.19739
2019-10-07,1624.054,1497.787,3231.03,1370.212,2992.03,1864.74,994.16,1189.598,-0.225294
2019-10-08,1598.132,1472.598,3231.421,1367.795,2989.11,1851.23,993.95,1188.865,-0.244643
2019-10-09,1612.694,1479.461,3222.969,1369.396,2987.14,1853.25,993.01,1187.569,-0.246104
2019-10-10,1622.49,1485.364,3210.117,1370.273,2983.92,1862.39,996.5,1186.485,-0.256922
2019-10-11,1640.931,1511.9,3198.396,1373.397,2982.41,1896.66,1011.54,1185.062,-0.238065
2019-10-15,1654.547,1523.302,3200.293,1376.195,2984.21,1910.94,1019.25,1186.326,-0.186831
2019-10-16,1650.313,1525.057,3205.33,1377.447,2985.79,1916.33,1024.08,1186.493,-0.183329
2019-10-17,1655.368,1541.844,3206.18,1378.536,2986.84,1922.29,1028.39,1186.667,-0.194194
2019-10-18,1648.695,1535.482,3209.256,1378.767,2988.34,1920.09,1024.02,1187.148,-0.188195
2019-10-21,1659.828,1550.139,3204.013,1379.578,2990.16,1930.98,1028.51,1185.973,-0.182243
2019-10-22,1653.381,1550.866,3212.92,1379.787,2990.6,1931.68,1034.08,1187.799,-0.180505
2019-10-23,1657.813,1552.855,3213.322,1380.444,2991.29,1932.47,1030.95,1188.245,-0.172244
2019-10-24,1662.276,1550.18,3213.924,1381.344,2992.4,1941.92,1037.41,1188.901,-0.166167
2019-10-25,1669.404,1558.708,3208.844,1382.652,2991.92,1944.22,1035.84,1188.495,-0.179501
2019-10-28,1678.836,1571.933,3202.037,1383.313,2992.69,1946.49,1042.97,1187.269,-0.173468
2019-10-29,1677.413,1577.073,3206.212,1383.153,2991.2,1952.85,1043.73,1187.637,-0.175054
2019-10-30,1682.785,1572.847,3212.76,1381.333,2991.35,1954.1,1041.5,1187.333,-0.162291
2019-10-31,1677.078,1562.452,3231.817,1378.722,2990.53,1955.48,1041.98,1190.827,-0.163521
2019-11-01,1693.798,1589.33,3226.779,1380.554,2991.09,1966.7,1049.19,1191.893,-0.146256
2019-11-04,1699.923,1597.396,3217.205,1383.88,2992.1,1976.96,1064.55,1191.338,-0.127202
2019-11-05,1697.812,1599.611,3203.46,1383.086,2992.33,1976.4,1071.22,1187.731,-0.102886
2019-11-06,1698.408,1589.542,3215.154,1381.829,2991.66,1979.21,1068.87,1189.117,-0.096268
2019-11-07,1703.085,1593.99,3196.086,1381.795,2992.76,1981.56,1073.57,1186.465,-0.092814
2019-11-08,1707.894,1598.864,3194.384,1380.927,2994.14,1976.65,1064.85,1185.609,-0.071169
2019-11-12,1707.775,1595.117,3201.18,1381.455,2997.21,1980.07,1055.83,1185.905,-0.024306
2019-11-13,1708.938,1589.179,3207.909,1380.182,2998.57,1972.37,1043.83,1185.83,-0.022284
2019-11-14,1710.621,1588.794,3218.345,1379.686,2999.13,1961.52,1042.25,1188.446,-0.013804
2019-11-15,1723.872,1596.454,3214.704,1379.982,2999.91,1976.69,1048.79,1188.202,0.006758
2019-11-18,1724.789,1592.341,3220.228,1379.869,3001.22,1982.21,1052.12,1187.395,-0.023897
2019-11-19,1724.524,1598.292,3225.665,1377.748,3001.63,1981.17,1057.16,1186.46,-0.0268
2019-11-20,1718.826,1591.609,3233.556,1376.252,3001.2,1969.07,1052.0,1187.957,-0.031541
2019-11-21,1715.497,1583.962,3225.626,1375.711,3001.45,1963.04,1044.58,1188.112,-0.030942
2019-11-22,1719.268,1588.943,3227.132,1376.356,3001.77,1964.84,1048.55,1188.938,-0.02835
2019-11-25,1732.874,1621.904,3233.725,1378.801,3003.62,1978.66,1053.47,1190.188,-0.033676
2019-11-26,1737.005,1624.231,3242.427,1380.766,3005.45,1980.86,1047.84,1191.792,-0.031244
2019-11-27,1744.376,1634.104,3239.067,1382.161,3006.51,1984.6,1052.93,1190.847,-0.035338
2019-11-29,1736.848,1624.503,3238.486,1382.249,3007.64,1974.47,1040.05,1191.17,-0.037951
2019-12-02,1721.451,1607.579,3224.508,1381.414,3009.39,1967.77,1040.22,1187.873,-0.002248
2019-12-03,1710.599,1602.63,3249.291,1380.334,3009.64,1958.26,1037.38,1189.873,-0.005665
2019-12-04,1720.929,1613.896,3237.632,1383.846,3012.85,1966.94,1036.57,1189.92,-0.005076
2019-12-05,1723.158,1614.833,3238.0,1384.901,3016.08,1969.77,1042.85,1190.765,-0.001808
2019-12-06,1738.564,1633.837,3233.161,1388.169,3020.42,1981.63,1048.96,1190.981,0.00803
2019-12-09,1732.959,1629.619,3238.876,1389.36,3023.84,1983.94,1051.11,1193.465,0.013409
2019-12-10,1730.942,1631.714,3240.979,1391.08,3027.1,1980.58,1049.5,1194.427,0.031899
2019-12-11,1735.488,1631.926,3250.154,1392.779,3029.42,1983.83,1058.23,1196.943,0.052973
2019-12-12,1749.691,1644.813,3230.486,1396.448,3033.49,1989.97,1070.71,1197.117,0.052823
2019-12-13,1749.662,1637.976,3251.107,1399.531,3035.32,2015.62,1086.91,1200.759,0.065041
2019-12-16,1762.451,1649.939,3240.769,1402.375,3040.55,2032.46,1087.96,1200.94,0.093432
2019-12-17,1763.06,1657.564,3243.313,1405.236,3043.22,2029.31,1102.61,1203.867,0.089458
2019-12-18,1762.559,1661.731,3239.36,1408.237,3046.58,2022.02,1109.18,1204.99,0.105387
2019-12-19,1770.593,1667.094,3244.492,1408.712,3049.07,2023.57,1106.63,1204.836,0.110737
2019-12-20,1779.485,1671.902,3244.382,1409.113,3050.36,2028.25,1107.64,1205.282,0.134096
2019-12-23,1780.981,1674.141,3241.985,1409.711,3052.27,2027.37,1111.64,1205.824,0.129399
2019-12-24,1780.853,1678.01,3247.712,1409.807,3052.52,2029.8,1109.07,1207.408,0.145931
2019-12-26,1789.563,1677.67,3249.2,1410.479,3053.66,2031.12,1112.08,1207.412,0.153508
2019-12-27,1789.203,1669.033,3257.096,1411.069,3054.45,2042.9,1118.61,1209.41,0.170771
2019-12-30,1778.893,1664.15,3253.178,1411.362,3055.4,2035.99,1118.42,1209.57,0.172578
2019-12-31,1784.208,1668.469,3249.023,1411.387,3056.1,2036.94,1114.66,1209.285,0.183204
2020-01-02,1798.724,1666.772,3256.102,1413.289,3058.17,2048.95,1128.01,1210.687,0.167903
2020-01-03,1787.082,1660.87,3272.651,1414.286,3059.62,2042.46,1123.87,1212.093,0.176167
2020-01-06,1793.337,1663.257,3263.666,1415.421,3062.27,2031.56,1112.53,1211.53,0.142789
2020-01-07,1788.769,1658.305,3258.23,1416.346,3065.92,2036.24,1115.84,1212.691,0.126263
2020-01-08,1797.468,1663.593,3247.324,1416.389,3068.54,2028.51,1111.4,1212.666,0.113007
2020-01-09,1809.161,1664.988,3256.194,1416.954,3070.51,2036.11,1129.37,1214.186,0.118512
2020-01-10,1804.232,1657.643,3267.813,1417.959,3072.09,2040.49,1133.63,1215.63,0.135525
2020-01-13,1817.393,1669.605,3264.513,1419.053,3074.34,2038.88,1144.0,1215.94,0.143872
2020-01-14,1815.333,1675.741,3269.38,1420.178,3075.69,2044.86,1143.86,1216.952,0.134345
2020-01-15,1818.563,1682.396,3276.277,1421.023,3077.44,2046.41,1137.98,1219.104,0.136835
2020-01-16,1833.914,1705.215,3274.853,1421.894,3078.56,2048.65,1140.62,1220.472,0.143628
2020-01-17,1840.012,1699.635,3273.051,1422.097,3079.21,2057.74,1146.83,1220.126,0.143464
2020-01-21,1835.452,1685.898,3289.655,1421.733,3080.84,2051.11,1126.85,1221.507,0.116385
2020-01-22,1836.277,1684.463,3293.148,1421.251,3081.27,2051.63,1133.4,1222.222,0.111662
2020-01-23,1838.351,1685.011,3297.665,1418.26,3080.77,2036.49,1122.19,1222.093,0.099659
2020-01-24,1821.878,1662.232,3308.011,1416.084,3080.35,2044.92,1119.39,1222.798,0.073366
2020-01-27,1793.473,1644.138,3316.071,1407.357,3076.46,2007.14,1102.98,1222.044,0.096804
2020-01-28,1811.621,1658.314,3307.864,1412.977,3075.3,2009.44,1101.72,1223.677,0.097001
2020-01-29,1810.151,1649.221,3320.207,1414.516,3075.61,2015.24,1097.51,1226.144,0.088349
2020-01-30,1816.001,1648.219,3322.096,1411.519,3074.24,1999.03,1072.79,1226.118,0.07596
2020-01-31,1784.032,1614.061,3326.213,1411.447,3073.17,1993.72,1062.34,1227.939,0.062965
2020-02-03,1798.413,1632.205,3327.4,1412.625,3072.28,1986.3,1060.32,1228.232,0.028587
2020-02-04,1826.284,1656.768,3312.396,1415.39,3072.37,2006.33,1085.39,1227.251,0.008973
2020-02-05,1844.167,1681.921,3307.161,1418.193,3072.3,2022.14,1089.4,1227.944,0.031463
2020-02-06,1849.647,1677.457,3313.723,1420.635,3072.52,2037.82,1102.39,1229.754,0.018564
2020-02-07,1839.675,1656.778,3328.738,1420.325,3071.74,2030.29,1091.65,1231.207,-0.023523
2020-02-10,1853.119,1667.669,3334.365,1420.645,3072.29,2021.73,1086.93,1231.484,0.004785
2020-02-11,1857.118,1677.515,3327.649,1424.816,3072.72,2033.6,1099.41,1231.82,0.010518
2020-02-12,1869.154,1689.377,3321.551,1426.416,3074.08,2041.77,1109.7,1231.962,0.005526
2020-02-13,1867.044,1693.736,3325.284,1427.154,3074.44,2033.74,1106.07,1232.635,0.016458
2020-02-14,1870.831,1687.584,3332.546,1427.345,3075.28,2028.92,1106.3,1235.115,0.013836
2020-02-18,1866.237,1683.522,3340.138,1427.358,3076.81,2014.15,1095.66,1237.15,0.004957
2020-02-19,1875.239,1692.573,3337.637,1428.901,3077.34,2018.46,1103.69,1237.94,0.000477
2020-02-20,1869.214,1696.069,3344.467,1429.077,3078.22,2003.68,1095.32,1239.465,-0.018251
2020-02-21,1849.427,1678.609,3353.083,1428.237,3078.62,2002.86,1084.22,1242.257,-0.035189
2020-02-24,1787.992,1628.104,3363.527,1417.918,3074.32,1954.56,1055.32,1241.865,-0.023513
2020-02-25,1733.266,1571.897,3365.372,1414.544,3072.67,1918.64,1056.54,1240.567,-0.033592
2020-02-26,1724.762,1552.761,3365.296,1411.769,3066.11,1908.58,1043.31,1237.771,-0.026059
2020-02-27,1649.137,1497.87,3352.807,1399.113,3052.74,1867.64,1030.67,1230.084,-0.039744
2020-02-28,1635.21,1476.431,3368.462,1389.093,3032.1,1809.71,1005.52,1225.523,-0.094246
2020-03-02,1708.13,1518.491,3370.822,1396.034,3024.96,1829.9,1017.03,1229.376,-0.152694
2020-03-03,1661.365,1486.083,3386.552,1404.365,3032.01,1847.84,1027.82,1237.019,-0.184029
2020-03-04,1729.797,1531.197,3394.781,1411.606,3033.48,1859.44,1037.81,1244.242,-0.223324
2020-03-05,1671.403,1478.824,3403.639,1403.197,3023.15,1856.73,1039.34,1241.676,-0.215296
2020-03-06,1641.983,1449.221,3431.787,1383.25,3000.44,1813.63,1012.08,1241.404,-0.230959
2020-03-09,1514.769,1313.44,3381.484,1333.309,2919.26,1710.02,947.92,1207.648,-0.246746
2020-03-10,1588.358,1350.898,3323.687,1337.706,2933.62,1694.02,964.55,1199.379,-0.283266
2020-03-11,1508.997,1264.296,3289.969,1321.698,2908.59,1664.37,946.62,1185.453,-0.29176
2020-03-12,1364.659,1122.93,3219.04,1278.047,2818.87,1491.75,883.13,1148.14,-0.318161
2020-03-13,1488.043,1209.46,3187.614,1282.366,2824.6,1480.26,891.19,1145.107,-0.343501
2020-03-16,1306.514,1037.416,3186.534,1237.614,2738.66,1424.87,833.18,1124.151,-0.375405
2020-03-17,1381.486,1106.51,3102.562,1226.309,2705.48,1437.82,826.68,1107.32,-0.403015
2020-03-18,1304.564,991.16,2985.976,1183.484,2604.17,1376.21,787.81,1067.021,-0.411104
2020-03-19,1315.889,1058.749,2935.916,1152.975,2509.13,1382.01,766.41,1047.013,-0.426715
2020-03-20,1260.687,1013.889,2912.156,1147.083,2509.03,1393.92,803.23,1059.467,-0.447397
2020-03-23,1224.447,1002.417,2925.224,1121.206,2442.65,1354.3,758.2,1048.24,-0.500743
2020-03-24,1340.317,1096.555,2953.534,1132.921,2446.87,1451.15,801.66,1055.227,-0.51533
2020-03-25,1358.826,1110.365,2999.844,1152.686,2497.12,1519.74,836.54,1076.76,-0.510329
2020-03-26,1442.696,1180.319,3049.194,1191.626,2580.37,1561.6,851.28,1096.381,-0.516584
2020-03-27,1394.654,1131.988,3078.055,1208.838,2583.64,1549.49,842.54,1096.209,-0.53459
2020-03-30,1439.127,1158.317,3105.806,1218.436,2605.15,1558.48,832.02,1089.374,-0.556381
2020-03-31,1416.492,1153.103,3117.324,1226.174,2657.42,1559.59,848.58,1094.642,-0.554317
2020-04-01,1352.659,1071.994,3122.702,1210.31,2647.19,1518.13,827.26,1088.359,-0.56413
2020-04-02,1381.14,1085.808,3121.867,1206.531,2652.27,1506.66,838.53,1089.027,-0.573816
2020-04-03,1359.011,1052.053,3126.028,1196.355,2657.29,1487.08,831.72,1091.01,-0.590802
2020-04-06,1455.561,1138.778,3119.874,1201.002,2676.07,1539.67,853.83,1089.297,-0.608729
2020-04-07,1454.859,1139.17,3133.448,1216.869,2697.88,1576.96,878.15,1093.836,-0.606796
2020-04-08,1506.0,1191.664,3147.792,1220.847,2715.38,1581.06,873.85,1092.7,-0.598377
2020-04-09,1530.047,1246.726,3203.712,1259.475,2744.71,1606.93,887.58,1105.724,-0.606119
2020-04-13,1513.737,1212.042,3232.21,1276.517,2772.39,1605.1,883.14,1110.424,-0.574512
2020-04-14,1559.787,1237.333,3250.72,1289.409,2783.7,1630.53,896.29,1118.825,-0.562219
2020-04-15,1525.096,1183.977,3269.853,1282.512,2780.79,1589.35,888.14,1117.072,-0.57923
2020-04-16,1533.161,1178.089,3279.718,1283.498,2784.78,1582.04,884.86,1117.138,-0.585064
2020-04-17,1575.879,1229.098,3272.32,1291.958,2798.07,1622.3,901.31,1119.911,-0.590248
2020-04-20,1548.712,1213.348,3273.334,1286.054,2793.01,1621.64,899.33,1119.235,-0.616121
2020-04-21,1500.811,1185.094,3274.78,1269.973,2778.74,1573.54,878.24,1113.246,-0.618282
2020-04-22,1534.938,1201.523,3265.869,1270.094,2779.73,1586.27,888.64,1110.494,-0.620734
2020-04-23,1534.927,1214.065,3276.231,1268.632,2779.81,1602.6,891.81,1111.683,-0.626401
2020-04-24,1556.366,1233.053,3279.362,1262.533,2777.76,1588.69,879.41,1110.732,-0.648816
2020-04-27,1582.186,1281.878,3267.058,1261.545,2772.93,1622.59,895.33,1108.903,-0.637279
2020-04-28,1574.731,1298.083,3278.85,1263.145,2770.84,1640.93,902.7,1110.443,-0.62318
2020-04-29,1618.603,1360.763,3280.084,1268.684,2773.97,1664.94,919.66,1116.343,-0.61452
2020-04-30,1601.82,1310.664,3281.685,1272.773,2777.05,1657.69,924.94,1123.052,-0.607202
2020-05-01,1555.782,1260.48,3275.743,1269.224,2773.38,1635.82,916.77,1123.457,-0.613456
2020-05-04,1563.199,1263.969,3270.83,1267.259,2767.57,1599.38,887.98,1122.201,-0.621539
2020-05-05,1578.027,1273.51,3267.817,1274.823,2772.29,1618.37,895.74,1128.062,-0.613116
2020-05-06,1568.033,1263.008,3251.72,1276.313,2776.91,1613.2,898.7,1127.163,-0.610373
2020-05-07,1587.893,1282.927,3266.226,1279.229,2784.51,1617.93,896.89,1132.141,-0.626499
2020-05-08,1616.103,1329.638,3247.871,1281.574,2792.3,1648.44,911.65,1133.71,-0.642736
2020-05-11,1616.244,1321.24,3232.244,1281.51,2795.78,1643.2,915.9,1137.86,-0.653449
2020-05-12,1582.117,1275.536,3246.86,1287.558,2802.26,1648.5,909.31,1142.242,-0.660892
2020-05-13,1552.565,1233.251,3255.184,1281.538,2805.41,1623.38,909.2,1139.809,-0.650099
2020-05-14,1570.655,1237.554,3263.167,1273.058,2798.69,1588.17,900.87,1137.039,-0.65029
2020-05-15,1577.46,1256.992,3263.885,1272.208,2796.09,1594.72,901.16,1141.716,-0.669263
2020-05-18,1628.46,1333.689,3258.059,1286.815,2805.37,1642.4,912.57,1148.875,-0.645375
2020-05-19,1612.071,1307.719,3278.732,1290.772,2811.11,1654.63,925.22,1154.09,-0.640452
2020-05-20,1639.469,1346.927,3300.993,1300.52,2818.69,1673.83,931.5,1162.98,-0.642914
2020-05-21,1628.077,1347.559,3308.892,1305.176,2827.09,1656.36,930.01,1169.882,-0.622121
2020-05-22,1632.458,1355.531,3315.172,1306.932,2832.07,1641.59,905.25,1168.121,-0.653062
2020-05-26,1653.619,1393.074,3314.791,1320.737,2845.78,1701.73,926.65,1173.067,-0.624875
2020-05-27,1678.34,1436.358,3322.481,1325.935,2860.53,1706.42,927.36,1174.4,-0.607412
2020-05-28,1674.023,1400.673,3321.606,1331.761,2874.35,1743.06,925.34,1174.459,-0.606443
2020-05-29,1682.754,1394.035,3338.723,1330.753,2881.68,1725.09,930.35,1174.844,-0.628272
2020-06-01,1691.134,1405.372,3337.703,1334.902,2887.11,1747.21,951.48,1176.986,-0.585406
2020-06-02,1705.028,1418.208,3342.243,1345.309,2894.78,1773.59,967.48,1181.42,-0.608148
2020-06-03,1729.656,1452.09,3342.791,1358.957,2904.79,1813.24,988.02,1188.584,-0.61289
2020-06-04,1723.51,1452.063,3338.905,1360.428,2915.44,1820.35,988.8,1188.651,-0.62334
2020-06-05,1767.938,1507.153,3350.99,1375.004,2932.76,1846.51,1002.65,1193.431,-0.625211
2020-06-08,1791.383,1536.895,3366.513,1378.95,2945.25,1854.0,1007.46,1199.913,-0.613495
2020-06-09,1775.464,1507.051,3374.603,1374.065,2950.89,1852.38,1009.61,1200.464,-0.623328
2020-06-10,1765.204,1467.39,3385.762,1370.642,2954.28,1849.36,1012.51,1202.015,-0.61166
2020-06-11,1660.704,1356.224,3386.286,1350.44,2939.05,1789.2,993.59,1196.199,-0.604489
2020-06-12,1682.922,1387.685,3375.349,1354.318,2937.98,1768.14,987.01,1194.222,-0.623235
2020-06-15,1698.593,1419.607,3372.593,1352.899,2929.87,1750.51,966.32,1191.283,-0.63041
2020-06-16,1730.42,1452.26,3388.897,1371.758,2940.5,1802.74,989.87,1199.497,-0.622367
2020-06-17,1724.244,1426.531,3395.336,1371.45,2946.58,1811.44,994.62,1200.375,-0.617533
2020-06-18,1725.713,1427.075,3402.389,1366.201,2946.03,1801.43,995.18,1200.596,-0.627648
2020-06-19,1716.244,1418.634,3404.291,1365.995,2948.72,1803.74,1001.36,1203.226,-0.613947
2020-06-22,1727.186,1433.527,3403.803,1365.365,2948.17,1801.43,1000.19,1203.545,-0.592142
2020-06-23,1734.127,1439.338,3401.656,1366.208,2950.64,1832.11,1014.62,1205.74,-0.56866
2020-06-24,1688.319,1389.741,3399.393,1357.687,2943.37,1788.8,1010.79,1204.638,-0.566399
2020-06-25,1707.695,1413.315,3399.156,1352.96,2932.41,1780.69,1004.44,1203.678,-0.578345
2020-06-26,1667.252,1378.78,3406.264,1348.854,2923.94,1779.71,998.9,1204.897,-0.585767
2020-06-29,1690.977,1421.207,3404.115,1343.332,2916.86,1775.53,993.96,1203.606,-0.554742
2020-06-30,1717.468,1441.365,3406.346,1343.958,2915.27,1780.58,995.1,1204.122,-0.544083
2020-07-01,1726.721,1427.314,3409.527,1347.998,2917.8,1783.59,1001.08,1206.211,-0.526632
2020-07-02,1735.005,1431.86,3421.092,1354.799,2922.28,1807.66,1023.48,1210.467,-0.527241
2020-07-06,1762.892,1442.882,3428.516,1361.874,2931.1,1839.0,1060.5,1215.317,-0.508234
2020-07-07,1744.23,1415.996,3440.597,1362.573,2932.65,1824.85,1052.54,1215.722,-0.491846
2020-07-08,1759.075,1427.402,3440.837,1361.776,2932.85,1816.33,1070.14,1214.997,-0.479656
2020-07-09,1749.592,1398.92,3455.903,1359.718,2933.02,1805.62,1079.69,1215.304,-0.459803
2020-07-10,1768.02,1422.679,3449.458,1358.76,2932.83,1812.78,1069.27,1213.558,-0.467578
2020-07-13,1748.007,1403.566,3451.823,1364.057,2936.28,1839.35,1071.36,1215.533,-0.465985
2020-07-14,1771.347,1428.26,3459.245,1362.546,2937.73,1829.7,1059.52,1214.262,-0.482739
2020-07-15,1789.719,1478.27,3460.886,1371.0,2943.46,1863.96,1066.29,1216.798,-0.46022
2020-07-16,1782.963,1467.564,3469.438,1372.787,2947.18,1852.55,1045.93,1218.676,-0.469367
2020-07-17,1789.004,1473.319,3468.932,1374.956,2952.78,1852.43,1055.06,1220.604,-0.469742
2020-07-20,1805.953,1467.954,3477.98,1381.289,2958.42,1862.44,1064.5,1224.453,-0.450913
2020-07-21,1808.028,1487.512,3488.587,1390.399,2965.61,1880.28,1085.86,1230.671,-0.457014
2020-07-22,1818.734,1490.141,3497.872,1394.068,2970.03,1873.43,1077.78,1234.138,-0.431979
2020-07-23,1796.379,1490.203,3506.564,1395.667,2973.19,1875.42,1077.6,1235.551,-0.435864
2020-07-24,1783.843,1467.555,3505.333,1395.827,2972.75,1859.81,1060.47,1233.599,-0.453648
2020-07-27,1798.772,1484.651,3500.475,1397.638,2973.98,1876.09,1073.14,1235.038,-0.423086
