,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2020-06-03,2341.09,1358.957,3122.87,2904.79,3269.59,22613.76,37.29,1699.67,1.1233,82.42
2020-06-04,2336.45,1360.428,3112.35,2915.44,3261.67,22695.74,37.41,1714.01,1.1338,81.6
2020-06-05,2335.21,1375.004,3193.93,2932.76,3384.29,22863.73,39.55,1685.06,1.1292,84.69
2020-06-06,,,,2933.14,,,,,,
2020-06-07,,,,2933.52,,,,,,
2020-06-08,2339.66,1378.95,3232.39,2945.25,3366.29,23178.1,38.19,1698.53,1.1294,86.79
2020-06-09,2344.41,1374.065,3207.18,2950.89,3320.71,23091.03,38.94,1715.33,1.134,85.35
2020-06-10,2351.63,1370.642,3190.14,2954.28,3293.71,23124.95,39.6,1738.7,1.1374,83.18
2020-06-11,2355.95,1350.44,3002.1,2939.05,3144.57,22472.91,36.34,1727.7,1.1299,77.84
2020-06-12,2352.03,1354.318,3041.31,2937.98,3153.74,22305.48,36.26,1730.75,1.1256,80.63
2020-06-13,,,,2938.36,,,,,,
2020-06-14,,,,2938.75,,,,,,
2020-06-15,2352.55,1352.899,3066.59,2929.87,3136.4,21530.95,37.12,1725.16,1.1323,81.77
2020-06-16,2352.35,1371.758,3124.74,2940.5,3242.65,22582.21,38.38,1726.53,1.1264,83.38
2020-06-17,2353.05,1371.45,3113.49,2946.58,3267.26,22455.76,37.96,1726.95,1.1244,82.17
2020-06-18,2356.48,1366.201,3115.34,2946.03,3249.9,22355.46,38.84,1722.93,1.1205,81.27
2020-06-19,2356.75,1365.995,3097.74,2948.72,3269.1,22478.79,39.75,1743.87,1.1178,80.09
2020-06-20,,,,2949.1,,,,,,
2020-06-21,,,,2949.49,,,,,,
2020-06-22,2356.62,1365.365,3117.86,2948.17,3241.69,22437.27,40.46,1754.43,1.1261,80.01
2020-06-23,2355.31,1366.208,3131.29,2950.64,3298.83,22549.05,40.37,1768.41,1.1308,79.68
2020-06-24,2356.24,1357.687,3050.33,2943.37,3196.12,22534.32,38.01,1761.17,1.1251,77.41
2020-06-25,2357.01,1352.96,3083.76,2932.41,3218.91,22259.79,38.72,1763.79,1.1218,77.63
2020-06-26,2361.6,1348.854,3009.05,2923.94,3204.17,22512.08,38.49,1771.29,1.1219,76.14
2020-06-27,,,,2924.33,,,,,,
2020-06-28,,,,2924.71,,,,,,
2020-06-29,2361.53,1343.332,3053.24,2916.86,3232.02,21995.04,39.7,1772.82,1.1242,77.61
2020-06-30,2361.51,1343.958,3100.29,2915.27,3234.07,22288.14,39.27,1780.96,1.1234,78.53
2020-07-01,2360.82,1347.998,3115.86,2917.8,3228.45,22121.73,39.82,1770.09,1.1251,80.34
2020-07-02,2364.38,1354.799,3130.01,2922.28,3320.09,22145.96,40.65,1775.38,1.1239,80.11
2020-07-03,,1355.031,,2922.74,3294.38,22306.48,,1775.95,1.1248,
2020-07-04,,,,2923.11,,,,,,
2020-07-05,,,,2923.49,,,,,,
2020-07-06,2365.6,1361.874,3179.72,2931.1,3350.03,22714.44,40.63,1784.68,1.1309,80.07
2020-07-07,2370.12,1362.573,3145.32,2932.65,3321.56,22614.69,40.62,1794.86,1.1274,78.48
2020-07-08,2370.5,1361.776,3169.94,2932.85,3286.09,22438.65,40.9,1808.89,1.133,78.37
2020-07-09,2377.17,1359.718,3152.05,2933.02,3261.17,22529.29,39.62,1803.55,1.1285,77.88
2020-07-10,2374.28,1358.76,3185.04,2932.83,3296.22,22290.81,40.55,1798.7,1.13,78.12
2020-07-11,,,,2933.2,,,,,,
2020-07-12,,,,2933.57,,,,,,
2020-07-13,2374.59,1364.057,3155.22,2936.28,3350.0,22784.74,40.1,1802.76,1.1344,77.19
2020-07-14,2377.91,1362.546,3197.52,2937.73,3321.39,22587.01,40.29,1809.36,1.14,77.84
2020-07-15,2377.53,1371.0,3226.56,2943.46,3378.21,22945.5,41.2,1810.29,1.1412,78.6
2020-07-16,2380.99,1372.787,3215.57,2947.18,3365.35,22770.36,40.75,1797.16,1.1384,77.66
2020-07-17,2379.84,1374.956,3224.73,2952.78,3365.6,22696.42,40.59,1810.42,1.1428,78.67
2020-07-18,,,,2953.15,,,,,,
2020-07-19,,,,2953.52,,,,,,
2020-07-20,2382.52,1381.289,3251.84,2958.42,3388.34,22717.48,40.81,1817.77,1.1448,77.73
2020-07-21,2386.05,1390.399,3257.3,2965.61,3405.35,22884.22,41.96,1841.91,1.1527,77.92
2020-07-22,2388.58,1394.068,3276.02,2970.03,3370.76,22751.61,41.9,1871.41,1.157,79.11
2020-07-23,2390.63,1395.667,3235.66,2973.19,3371.74,,41.07,1887.44,1.1596,78.78
2020-07-24,2389.64,1395.827,3215.63,2972.75,3310.89,,41.29,1902.02,1.1656,78.2
2020-07-25,,,,2973.12,,,,,,
2020-07-26,,,,2973.49,,,,,,
2020-07-27,2388.03,1397.638,3239.41,2973.98,3302.84,22715.85,41.6,1942.24,1.1752,78.94
2020-07-28,2391.05,1397.907,3218.44,2973.21,3303.56,22657.38,41.04,1958.43,1.1716,80.51
2020-07-29,2391.14,1402.559,3258.44,2972.11,3300.16,22397.11,41.27,1970.79,1.1792,82.07
2020-07-30,2395.6,1405.292,3246.22,2970.28,3208.2,22339.23,39.92,1956.64,1.1847,81.54
2020-07-31,2396.78,1408.173,3271.12,2972.32,3174.32,21710.0,40.27,1975.86,1.1778,81.39
2020-08-01,,,,2972.69,,,,,,
2020-08-02,,,,2973.06,,,,,,
2020-08-03,2394.39,1411.285,3294.61,2974.67,3248.28,22195.38,41.01,1976.98,1.1762,80.31
2020-08-04,2400.19,1411.247,3306.51,2976.31,3254.29,22573.66,41.7,2019.21,1.1803,81.51
2020-08-05,2398.22,1415.598,3327.77,2979.22,3268.38,22514.85,42.19,2038.12,1.1863,81.1
2020-08-06,2400.81,1415.794,3349.16,2982.94,3240.39,22418.15,41.95,2063.54,1.1877,81.23
2020-08-07,2399.26,1416.333,3351.28,2984.79,3252.65,22329.94,41.22,2035.55,1.1787,82.39
2020-08-08,,,,2985.16,,,,,,
2020-08-09,,,,2985.53,,,,,,
2020-08-10,2398.04,1416.621,3360.47,2987.76,3259.71,,41.94,2027.34,1.1738,82.52
2020-08-11,2387.37,1417.894,3333.69,2992.08,3332.12,22750.24,41.61,1911.89,1.174,81.33
2020-08-12,2385.33,1415.325,3380.35,2996.42,3363.18,22843.96,42.67,1915.83,1.1784,82.15
2020-08-13,2378.97,1412.293,3373.43,2999.57,3342.85,23249.61,42.24,1953.71,1.1814,81.14
2020-08-14,2377.51,1408.916,3372.85,3001.29,3305.05,23289.36,42.01,1945.12,1.1842,81.15
2020-08-15,,,,3001.66,,,,,,
2020-08-16,,,,3002.03,,,,,,
2020-08-17,2379.37,1408.576,3381.99,3003.6,3305.85,23096.75,42.89,1985.3,1.187,81.81
2020-08-18,2380.55,1409.634,3389.78,3004.0,3289.64,23051.08,42.89,2002.44,1.1931,81.42
2020-08-19,2380.02,1410.162,3374.85,3004.56,3317.62,23110.61,42.93,1928.98,1.1838,79.99
2020-08-20,2382.88,1409.559,3385.51,3004.92,3273.98,22880.62,42.58,1947.26,1.186,80.75
2020-08-21,2383.89,1410.178,3397.16,3004.01,3259.75,22920.3,42.34,1940.48,1.1797,80.88
2020-08-22,,,,3004.39,,,,,,
2020-08-23,,,,3004.76,,,,,,
2020-08-24,2383.79,1414.296,3431.28,3005.6,3331.74,22985.51,42.62,1928.88,1.1788,81.4
2020-08-25,2379.52,1417.984,3443.62,3006.77,3329.71,23296.77,43.35,1928.18,1.1835,81.61
2020-08-26,2377.86,1418.973,3478.73,3008.97,3356.76,23290.86,43.39,1954.46,1.183,80.86
2020-08-27,2370.12,1420.177,3484.55,3011.15,3331.04,23208.86,43.04,1929.54,1.1822,82.05
2020-08-28,2371.84,1421.205,3508.01,3013.39,3315.54,22882.65,42.97,1964.83,1.1903,82.59
2020-08-29,,,,3013.76,,,,,,
2020-08-30,,,,3014.12,,,,,,
2020-08-31,2377.43,1422.03,3500.31,3016.72,3272.51,23139.76,42.61,1967.8,1.1936,81.75
2020-09-01,2381.83,1423.722,3526.65,3020.19,3277.58,23138.07,42.76,1970.18,1.1912,81.81
2020-09-02,2386.8,1426.425,3580.84,3027.6,3337.77,23247.15,41.51,1942.92,1.1855,83.33
2020-09-03,2389.5,1424.19,3455.06,3034.5,3304.22,23465.53,41.37,1930.91,1.1852,82.33
2020-09-04,2375.45,1419.538,3426.96,3036.82,3260.59,23205.43,39.77,1933.94,1.1838,81.9
2020-09-05,,,,3037.19,,,,,,
2020-09-06,,,,3037.57,,,,,,
2020-09-07,,1420.238,,3037.94,3314.07,23089.95,,1933.64,1.1817,
2020-09-08,2379.5,1415.51,3331.84,3038.09,3267.37,23274.13,36.76,1932.03,1.1778,80.9
2020-09-09,2376.84,1417.547,3398.96,3043.68,3324.83,23032.54,38.05,1946.84,1.1803,81.7
2020-09-10,2379.31,1418.077,3339.19,3047.29,3312.77,23235.47,37.3,1946.09,1.1815,80.7
2020-09-11,2381.36,1416.341,3340.97,3050.8,3315.81,23406.49,37.33,1940.55,1.1846,80.25
2020-09-12,,,,3051.18,,,,,,
2020-09-13,,,,3051.55,,,,,,
2020-09-14,2382.15,1417.003,3383.54,3054.42,3316.79,23559.3,37.26,1956.86,1.1866,82.21
2020-09-15,2380.89,1418.373,3401.2,3055.9,3332.26,23454.89,38.28,1954.15,1.1847,83.2
2020-09-16,2380.05,1420.653,3385.49,3057.05,3338.84,23475.53,40.16,1959.26,1.1816,83.64
2020-09-17,2381.32,1418.906,3357.01,3056.83,3316.57,23319.37,40.97,1944.44,1.1848,82.01
2020-09-18,2379.15,1418.264,3319.47,3055.94,3283.69,23360.3,41.11,1950.86,1.184,80.16
2020-09-19,,,,3056.31,,,,,,
2020-09-20,,,,3056.68,,,,,,
2020-09-21,2379.79,1408.441,3281.06,3050.76,3160.95,,39.31,1912.51,1.1771,77.75
2020-09-22,2380.93,1406.414,3315.57,3049.1,3164.13,,39.6,1900.21,1.1708,78.68
2020-09-23,2379.01,1404.14,3236.92,3048.62,3180.11,23346.49,39.93,1863.34,1.166,76.31
2020-09-24,2378.49,1396.495,3246.59,3040.96,3159.64,23087.82,40.31,1868.07,1.1672,76.72
2020-09-25,2377.03,1395.964,3298.46,3035.15,3137.06,23204.62,40.25,1861.58,1.1631,77.7
2020-09-26,,,,3035.53,,,,,,
2020-09-27,,,,3035.9,,,,,,
2020-09-28,2376.97,1401.587,3351.6,3037.71,3223.19,23511.62,40.6,1881.48,1.1666,79.29
2020-09-29,2379.64,1402.733,3335.47,3037.54,3214.3,23539.1,39.29,1898.07,1.1744,78.72
2020-09-30,2376.13,1407.206,3363.0,3035.85,3193.61,23185.12,40.22,1885.82,1.1721,78.96
2020-10-01,2376.86,1409.458,3380.8,3038.18,3194.09,23185.12,38.72,1906.01,1.1748,80.54
2020-10-02,2374.95,1408.279,3348.44,3035.86,3190.93,23029.9,37.05,1899.84,1.1716,81.93
2020-10-03,,,,3036.23,,,,,,
2020-10-04,,,,3036.61,,,,,,
2020-10-05,2368.67,1414.76,3408.63,3037.73,3220.22,23312.14,39.22,1913.53,1.1783,82.4
2020-10-06,2373.12,1420.083,3360.95,3041.09,3233.3,23433.73,40.67,1878.18,1.1734,81.86
2020-10-07,2368.35,1420.792,3419.45,3045.16,3233.43,23422.82,39.95,1887.42,1.1763,81.98
2020-10-08,2371.27,1424.208,3446.83,3049.85,3255.76,23647.07,41.19,1893.82,1.1759,83.35
2020-10-09,2370.83,1426.377,3477.13,3051.28,3273.12,23619.69,40.6,1930.4,1.1826,83.02
2020-10-10,,,,3051.65,,,,,,
2020-10-11,,,,3052.03,,,,,,
2020-10-12,,1427.073,3534.22,3052.4,3298.12,23558.69,39.43,1922.77,1.1813,83.41
2020-10-13,2377.49,1429.668,3511.93,3053.68,3279.19,23601.78,40.2,1891.36,1.1746,81.98
2020-10-14,2378.23,1429.067,3488.67,3054.52,3273.28,23626.73,41.04,1901.52,1.1746,80.98
2020-10-15,2376.77,1424.214,3483.34,3051.86,3192.69,23507.23,40.96,1908.71,1.1708,81.4
2020-10-16,2376.47,1426.508,3483.81,3052.73,3245.47,23410.63,40.88,1899.29,1.1718,80.82
2020-10-17,,,,3053.11,,,,,,
2020-10-18,,,,3053.48,,,,,,
2020-10-19,2374.76,1427.975,3426.92,3055.26,3242.51,23671.13,40.83,1904.08,1.1769,79.56
2020-10-20,2369.86,1428.373,3443.12,3056.34,3227.87,23567.04,41.46,1906.95,1.1822,80.13
2020-10-21,2368.25,1427.918,3435.56,3057.56,3180.7,23639.46,40.03,1924.33,1.1861,79.89
2020-10-22,2365.23,1428.016,3453.49,3058.12,3171.41,23474.27,40.64,1904.11,1.1818,79.88
2020-10-23,2366.46,1429.16,3465.39,3058.78,3198.86,23516.59,39.85,1902.05,1.186,80.36
2020-10-24,,,,3059.13,,,,,,
2020-10-25,,,,3059.48,,,,,,
2020-10-26,2371.1,1424.929,3400.97,3055.32,3105.25,23494.34,38.56,1902.08,1.181,79.21
2020-10-27,2374.34,1423.745,3390.68,3053.56,3070.6,23485.8,39.57,1907.99,1.1796,77.94
2020-10-28,2372.9,1413.883,3271.03,3043.51,2963.54,23418.51,37.39,1877.19,1.1746,76.08
2020-10-29,2367.17,1414.115,3310.11,3043.48,2960.03,23331.94,36.17,1867.59,1.1674,77.1
2020-10-30,2365.52,1413.755,3269.96,3041.67,2958.21,22977.13,35.79,1878.81,1.1647,76.59
2020-10-31,,1413.786,,3042.02,,,,,,
2020-11-01,,,,3042.37,,,,,,
2020-11-02,2367.36,1417.133,3310.24,3043.9,3019.54,23295.48,36.81,1895.48,1.1641,78.42
2020-11-03,2365.14,1423.261,3369.16,3045.23,3098.72,,37.66,1909.17,1.1715,79.93
2020-11-04,2379.47,1436.007,3443.44,3051.72,3161.07,23695.23,39.15,1902.92,1.1726,80.07
2020-11-05,2381.77,1445.08,3510.45,3061.21,3215.56,24105.28,38.79,1949.66,1.1826,80.45
2020-11-06,2377.02,1443.743,3509.44,3065.03,3204.05,24325.23,37.14,1951.35,1.1874,79.9
2020-11-07,,,,3065.38,,,,,,
2020-11-08,,,,3065.73,,,,,,
2020-11-09,2365.62,1461.002,3550.5,3087.18,3407.91,24839.84,40.29,1863.04,1.1813,82.73
2020-11-10,2363.98,1457.028,3545.53,3093.58,3442.62,24905.59,41.36,1877.32,1.1815,83.94
2020-11-11,,1457.262,3572.66,3093.93,3467.3,25349.6,41.45,1865.73,1.1777,84.26
2020-11-12,2373.66,1450.849,3537.01,3090.15,3428.2,25520.88,41.12,1876.83,1.1806,83.16
2020-11-13,2373.73,1450.396,3585.15,3089.09,3432.07,25385.87,40.13,1889.2,1.1834,85.38
2020-11-14,,,,3089.44,,,,,,
2020-11-15,,,,3089.79,,,,,,
2020-11-16,2373.9,1455.563,3626.91,3093.27,3466.21,25906.93,41.34,1888.95,1.1852,86.34
2020-11-17,2378.46,1457.183,3609.53,3092.67,3468.48,26014.62,41.43,1880.38,1.1862,86.42
2020-11-18,2379.3,1459.905,3567.79,3094.11,3482.17,25728.14,41.82,1872.24,1.1853,84.74
2020-11-19,2384.04,1459.048,3581.87,3094.02,3451.97,25634.34,41.74,1866.54,1.1875,85.07
2020-11-20,2387.76,1459.421,3557.54,3095.06,3467.6,25527.37,42.15,1870.99,1.1857,84.61
2020-11-21,,,,3095.4,,,,,,
2020-11-22,,,,3095.76,,,,,,
2020-11-23,2385.23,1462.374,3577.59,3098.87,3463.04,,43.06,1837.86,1.1841,84.77
2020-11-24,2382.54,1468.298,3635.41,3105.29,3507.98,26165.59,44.91,1807.59,1.1892,85.22
2020-11-25,2382.19,1468.122,3629.65,3106.92,3511.9,26296.86,45.71,1807.56,1.1917,85.27
2020-11-26,,1468.355,,3107.27,3510.94,26537.31,,1815.8,1.1913,
2020-11-27,2387.01,1469.037,3638.35,3108.21,3527.79,26644.71,45.53,1787.79,1.1963,84.89
2020-11-28,,,,3108.56,,,,,,
2020-11-29,,,,3108.91,,,,,,
2020-11-30,2388.73,1470.376,3621.63,3109.74,3492.54,26433.62,45.34,1776.95,1.1927,84.0
2020-12-01,2380.17,1473.671,3662.45,3112.58,3525.24,26787.54,44.55,1815.24,1.2071,85.08
2020-12-02,2378.33,1475.798,3669.01,3116.62,3521.32,26800.98,45.28,1831.28,1.2115,84.41
2020-12-03,2383.12,1479.544,3666.72,3121.26,3517.1,26809.37,45.64,1841.08,1.2144,85.12
2020-12-04,2377.09,1482.503,3699.12,3125.22,3539.27,26751.24,46.26,1838.86,1.2121,86.42
2020-12-05,,,,3125.57,,,,,,
2020-12-06,,,,3125.92,,,,,,
2020-12-07,2382.03,1484.201,3691.96,3127.53,3530.08,26547.44,45.76,1862.73,1.2109,85.67
2020-12-08,2382.96,1485.301,3702.25,3129.12,3525.87,26467.08,45.6,1870.56,1.2104,85.37
2020-12-09,2378.46,1484.708,3672.82,3131.68,3529.02,26817.94,45.52,1839.55,1.2081,84.84
2020-12-10,2383.92,1484.791,3668.1,3133.57,3522.31,26756.24,46.78,1836.57,1.2138,84.47
2020-12-11,2385.33,1484.306,3663.46,3134.29,3485.84,26652.52,46.57,1839.85,1.2112,84.39
2020-12-12,,,,3134.64,,,,,,
2020-12-13,,,,3134.99,,,,,,
2020-12-14,2386.09,1486.191,3647.49,3137.43,3503.96,26732.44,46.99,1827.35,1.2144,84.02
2020-12-15,2383.74,1486.824,3694.62,3139.35,3521.5,26687.84,47.62,1853.64,1.2151,85.74
2020-12-16,2384.79,1487.483,3701.17,3141.24,3543.0,26757.4,47.82,1864.8,1.22,85.84
2020-12-17,2384.99,1488.667,3722.48,3143.46,3560.87,26806.67,48.36,1885.42,1.2268,86.67
2020-12-18,2383.43,1489.369,3709.41,3145.11,3545.74,26763.39,49.1,1881.35,1.2257,84.93
2020-12-19,,,,3145.46,,,,,,
2020-12-20,,,,3145.82,,,,,,
2020-12-21,2383.94,1485.15,3694.92,3142.52,3448.68,26714.42,47.74,1876.89,1.2244,84.45
2020-12-22,2387.28,1487.201,3687.26,3143.96,3497.49,26436.39,47.02,1860.84,1.2163,85.04
2020-12-23,2383.85,1488.917,3690.01,3145.03,3539.26,26524.79,48.12,1872.89,1.2187,84.49
2020-12-24,2386.81,1489.881,3703.06,3145.62,3543.28,26668.35,48.23,1883.46,1.2187,83.88
2020-12-25,,,,3146.6,,26656.61,,,1.2193,
2020-12-26,,,,3146.95,,,,,,
2020-12-27,,,,3147.31,,,,,,
2020-12-28,2387.8,1495.816,3735.36,3148.57,3575.41,26854.03,47.62,1873.69,1.2216,84.38
2020-12-29,2388.25,1496.525,3727.04,3149.99,3581.37,27568.15,48.0,1878.18,1.2249,83.66
2020-12-30,2389.83,1497.476,3732.04,3150.68,3571.59,27444.17,48.4,1894.39,1.2298,84.12
2020-12-31,2392.02,1498.421,3756.07,3151.58,3552.64,,48.52,1898.36,1.2216,84.93
2021-01-01,,,,3151.94,,,,1898.67,1.2215,
2021-01-02,,,,3152.29,,,,,,
2021-01-03,,,,3152.65,,,,,,
2021-01-04,2390.63,1498.022,3700.65,3156.3,3564.39,27258.38,47.62,1942.9,1.2248,82.17
2021-01-05,2384.74,1498.307,3726.86,3159.09,3547.85,27158.63,49.93,1950.01,1.2298,82.29
2021-01-06,2373.41,1499.905,3748.14,3164.79,3611.08,27055.94,50.63,1918.61,1.2327,82.43
2021-01-07,2371.9,1501.005,3803.79,3170.61,3622.42,27490.13,50.83,1913.95,1.2272,82.27
2021-01-08,2369.46,1501.868,3824.68,3177.13,3645.05,28139.03,52.24,1849.01,1.2218,83.07
2021-01-09,,,,3177.49,,,,,,
2021-01-10,,,,3177.85,,,,,,
2021-01-11,2367.19,1499.922,3799.61,3181.2,3620.62,,52.25,1843.89,1.2151,81.97
2021-01-12,2366.53,1498.461,3801.19,3183.09,3612.13,28164.34,53.21,1854.77,1.2207,82.16
2021-01-13,2374.21,1500.516,3809.84,3185.97,3616.51,28456.59,52.91,1845.51,1.2157,83.16
2021-01-14,2370.75,1503.053,3795.54,3188.34,3641.37,28698.26,53.57,1846.53,1.2155,83.65
2021-01-15,2373.88,1503.92,3768.25,3190.12,3599.55,28519.18,52.36,1828.45,1.2082,84.61
2021-01-16,,,,3190.48,,,,,,
2021-01-17,,,,3190.84,,,,,,
2021-01-18,,1504.62,,3191.19,3602.67,28242.21,,1841.26,1.2077,
2021-01-19,2376.29,1505.734,3798.91,3192.43,3595.42,28633.46,52.98,1840.28,1.2129,84.37
2021-01-20,2376.89,1508.174,3851.85,3194.1,3624.04,28523.26,53.24,1871.84,1.2106,85.98
2021-01-21,2373.36,1508.424,3853.07,3194.56,3618.35,28756.86,53.13,1870.02,1.2164,85.57
2021-01-22,2374.15,1505.03,3841.47,3193.45,3602.41,28631.45,52.27,1855.61,1.2171,85.77
2021-01-23,,,,3193.81,,,,,,
2021-01-24,,,,3194.16,,,,,,
2021-01-25,2379.43,1505.751,3855.36,3194.58,3553.14,28822.29,52.77,1855.93,1.2139,86.42
2021-01-26,2378.8,1506.098,3849.62,3194.43,3592.83,28546.18,52.61,1850.92,1.216,87.03
2021-01-27,2379.5,1503.357,3750.77,3191.69,3536.38,28635.21,52.85,1843.98,1.2111,85.49
2021-01-28,2377.02,1505.227,3787.38,3190.75,3557.04,28197.42,52.34,1843.17,1.2122,85.95
2021-01-29,2374.87,1503.923,3714.24,3188.34,3481.44,27663.39,52.2,1847.65,1.2136,84.96
2021-01-30,,,,3188.7,,,,,,
2021-01-31,,1504.156,,3189.06,,,,,,
2021-02-01,2375.98,1505.01,3773.86,3188.23,3530.85,28091.05,53.55,1860.78,1.206,86.9
2021-02-02,2372.61,1507.467,3826.31,3189.71,3590.46,28362.17,54.76,1838.03,1.2044,87.42
2021-02-03,2368.46,1510.511,3830.17,3191.42,3609.75,28646.5,55.69,1834.04,1.2036,87.2
2021-02-04,2368.53,1512.595,3871.74,3192.42,3642.12,28341.95,56.23,1794.03,1.1964,87.8
2021-02-05,2365.54,1514.712,3886.83,3194.19,3655.77,28779.19,56.85,1814.11,1.2046,88.11
2021-02-06,,,,3194.55,,,,,,
2021-02-07,,,,3194.91,,,,,,
2021-02-08,2368.01,1516.739,3915.59,3196.49,3665.51,29388.5,57.97,1830.81,1.205,88.59
2021-02-09,2368.54,1517.766,3911.23,3197.2,3661.13,29505.93,58.36,1838.32,1.2119,88.9
2021-02-10,2372.0,1518.704,3909.88,3198.35,3648.37,29562.93,58.68,1842.89,1.2118,89.38
2021-02-11,2369.41,1519.481,3916.38,3199.52,3671.68,,58.24,1825.51,1.213,89.57
2021-02-12,2362.57,1519.178,3934.83,3200.25,3695.61,29520.07,59.47,1824.23,1.212,89.59
2021-02-13,,,,3200.6,,,,,,
2021-02-14,,,,3200.96,,,,,,
2021-02-15,,1519.875,,3201.31,3734.2,30084.15,,1818.86,1.2129,
2021-02-16,2353.19,1519.543,3932.59,3202.21,3726.4,30467.75,60.05,1794.47,1.2106,88.9
2021-02-17,2356.81,1518.906,3931.33,3203.04,3699.85,30292.19,61.14,1776.13,1.2038,88.79
2021-02-18,2356.34,1518.023,3913.97,3203.44,3681.04,30236.09,60.52,1775.67,1.2092,88.41
2021-02-19,2349.07,1518.459,3906.71,3204.29,3713.46,30017.92,59.24,1784.25,1.2119,88.92
2021-02-20,,,,3204.65,,,,,,
2021-02-21,,,,3205.0,,,,,,
2021-02-22,2343.2,1517.155,3876.5,3206.19,3699.85,30156.03,61.49,1809.67,1.2157,89.66
2021-02-23,2342.11,1516.163,3881.37,3206.64,3689.1,,61.67,1805.73,1.215,90.22
2021-02-24,2339.48,1516.335,3925.43,3207.75,3705.99,29671.7,63.22,1805.06,1.2166,90.91
2021-02-25,2321.15,1511.888,3829.34,3208.31,3685.28,30168.27,63.53,1770.56,1.2175,89.17
2021-02-26,2340.58,1508.475,3811.15,3207.09,3636.44,28966.01,61.5,1734.04,1.2075,87.87
2021-02-27,,,,3207.44,,,,,,
2021-02-28,,1509.397,,3207.8,,,,,,
2021-03-01,2336.53,1512.413,3901.82,3208.61,3706.62,29663.5,60.64,1725.04,1.2049,88.26
2021-03-02,2338.99,1513.882,3870.29,3208.27,3707.72,29408.17,59.75,1738.36,1.2091,87.41
2021-03-03,2331.45,1512.562,3819.72,3207.49,3712.78,29559.1,61.28,1711.23,1.2063,86.91
2021-03-04,2324.06,1509.926,3768.47,3206.04,3704.85,28930.11,63.83,1697.52,1.1969,85.92
2021-03-05,2321.91,1506.329,3841.94,3205.92,3669.54,28864.32,66.09,1700.64,1.1915,86.86
2021-03-06,,,,3206.28,,,,,,
2021-03-07,,,,3206.63,,,,,,
2021-03-08,2315.02,1505.688,3821.35,3206.88,3763.24,28743.25,65.05,1683.54,1.1847,87.61
2021-03-09,2321.54,1504.366,3875.44,3207.94,3786.05,29027.94,64.01,1716.1,1.1901,88.19
2021-03-10,2324.58,1504.068,3898.81,3208.71,3819.92,29036.56,64.44,1726.71,1.1929,89.07
2021-03-11,2324.22,1509.193,3939.34,3208.71,3845.64,29211.64,66.02,1722.6,1.1986,90.11
2021-03-12,2311.98,1505.766,3943.34,3208.58,3833.36,29717.83,65.61,1727.11,1.1953,91.62
2021-03-13,,,,3208.93,,,,,,
2021-03-14,,,,3209.29,,,,,,
2021-03-15,2314.19,1505.657,3968.94,3209.51,3829.84,29766.97,65.39,1731.67,1.1929,92.98
2021-03-16,2313.51,1505.608,3962.71,3209.5,3850.96,29921.09,64.8,1731.4,1.1903,92.6
2021-03-17,2311.76,1502.041,3974.12,3207.57,3849.74,29914.33,64.6,1745.33,1.1979,92.68
2021-03-18,2304.57,1498.49,3915.46,3205.71,3867.54,30216.75,60.0,1736.42,1.1915,91.74
2021-03-19,2305.61,1497.807,3913.1,3205.37,3837.02,29792.05,61.42,1745.23,1.1904,90.49
2021-03-20,,,,3205.73,,,,,,
2021-03-21,,,,3206.08,,,,,,
2021-03-22,2311.42,1502.336,3940.59,3207.2,3833.84,29174.15,61.55,1739.03,1.1933,91.13
2021-03-23,2317.37,1504.312,3910.52,3207.05,3827.02,28995.92,57.76,1727.07,1.1849,91.0
2021-03-24,2319.96,1507.051,3889.14,3206.89,3832.55,28405.52,61.18,1734.69,1.1813,90.49
2021-03-25,2317.08,1506.754,3909.52,3206.37,3832.57,28729.88,58.56,1726.93,1.1764,90.88
2021-03-26,2313.67,1507.899,3974.54,3206.28,3866.68,29176.7,60.97,1732.52,1.1794,92.84
2021-03-27,,,,3206.63,,,,,,
2021-03-28,,,,3206.99,,,,,,
2021-03-29,2309.91,1508.766,3971.09,3207.39,3882.87,29384.52,61.56,1712.2,1.1765,92.3
2021-03-30,2311.53,1508.523,3958.55,3207.37,3926.2,29432.7,60.55,1685.2,1.1717,92.42
2021-03-31,2311.35,1511.967,3972.89,3207.72,3919.21,29178.8,59.16,1707.71,1.173,91.86
2021-04-01,2318.97,1514.812,4019.87,3208.15,3945.96,29388.87,61.45,1729.31,1.1777,93.53
2021-04-02,2313.58,,,3208.61,,29854.0,61.45,1728.87,1.1759,
2021-04-03,,,,3208.96,,,,,,
2021-04-04,,,,3209.31,,,,,,
2021-04-05,2316.12,1517.799,4077.91,3211.12,,30089.25,58.65,1728.27,1.1813,93.89
2021-04-06,2322.26,1520.328,4073.94,3213.39,3970.42,29696.63,59.33,1743.27,1.1876,94.13
2021-04-07,2319.95,1521.903,4079.95,3216.16,3956.77,29730.79,59.77,1737.72,1.1868,94.2
2021-04-08,2325.33,1523.679,4097.17,3218.52,3977.83,29708.98,59.6,1755.84,1.1914,93.85
2021-04-09,2322.75,1522.81,4128.8,3219.44,3978.84,29768.06,59.32,1743.88,1.1899,93.74
