,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2009-08-28,1517.27,609.05,1028.93,1749.84,2803.65,10534.14,72.74,955.1,1.4303,39.9
2009-08-31,1521.23,609.537,1020.63,1750.6,2775.17,10492.53,69.96,951.19,1.4334,39.27
2009-09-01,1522.71,609.305,998.04,1750.08,2715.74,10530.06,68.05,956.47,1.4224,37.17
2009-09-02,1527.3,609.683,994.75,1749.39,2703.76,10280.46,68.05,978.55,1.4264,36.42
2009-09-03,1525.6,610.338,1003.24,1750.1,2699.22,10214.64,67.96,991.85,1.4252,37.146
2009-09-04,1520.68,610.683,1016.4,1751.37,2743.34,10187.11,68.02,994.4,1.4297,37.58
2009-09-07,,611.152,,1751.99,2783.84,10320.94,,995.25,1.4332,
2009-09-08,1521.18,612.794,1025.39,1753.65,2786.25,10393.23,71.1,995.5,1.4478,38.89
2009-09-09,1521.57,614.194,1033.37,1755.62,2820.58,10312.14,71.31,992.3,1.4557,39.65
2009-09-10,1529.5,617.874,1044.14,1758.63,2817.5,10513.67,71.94,996.6,1.4582,40.24
2009-09-11,1530.24,621.453,1042.73,1762.95,2831.37,10444.33,69.29,1005.3,1.4571,40.17
2009-09-14,1527.83,625.383,1049.34,1767.86,2829.25,10202.06,68.86,1000.2,1.4618,41.36
2009-09-15,1526.32,630.406,1052.63,1774.1,2843.0,10217.62,70.93,1007.55,1.4658,42.02
2009-09-16,1526.42,635.721,1068.76,1785.37,2882.28,10270.77,72.51,1017.08,1.4709,43.73
2009-09-17,1531.36,637.45,1065.48,1793.21,2895.45,10443.8,72.47,1013.63,1.4741,43.54
2009-09-18,1527.29,638.339,1068.3,1795.49,2887.24,10370.54,72.04,1007.47,1.4712,43.6
2009-09-21,1527.24,638.749,1064.66,1796.59,2872.51,,69.71,1003.7,1.468,42.92
2009-09-22,1529.5,641.417,1071.66,1799.79,2881.6,,71.55,1014.4,1.479,44.28
2009-09-23,1532.21,644.101,1060.87,1802.04,2887.24,,68.97,1008.28,1.4735,42.68
2009-09-24,1534.27,645.538,1050.78,1804.11,2838.22,10544.22,65.89,993.93,1.4666,40.72
2009-09-25,1535.91,645.687,1044.38,1805.06,2831.95,10265.98,66.02,990.9,1.4689,40.85
2009-09-28,1537.85,646.054,1062.98,1805.18,2899.12,10009.52,66.84,990.98,1.4622,42.54
2009-09-29,1537.82,646.529,1060.61,1806.27,2892.44,10100.2,66.71,992.3,1.4587,41.85
2009-09-30,1537.21,645.963,1057.08,1806.59,2872.63,10133.23,70.61,1007.7,1.464,41.45
2009-10-01,1542.95,644.586,1029.85,1803.83,2810.46,9978.64,70.82,999.15,1.4545,39.59
2009-10-02,1541.13,642.339,1025.21,1803.21,2760.6,9731.87,69.95,1002.75,1.4576,39.31
2009-10-05,1541.84,643.757,1040.46,1803.03,2790.78,9674.49,70.41,1017.3,1.4648,40.39
2009-10-06,1540.98,645.747,1054.72,1804.74,2865.7,9691.8,70.88,1042.1,1.4722,40.28
2009-10-07,1546.22,646.229,1057.59,1805.32,2852.17,9799.6,69.57,1044.05,1.4691,40.25
2009-10-08,1542.72,647.695,1065.48,1805.86,2887.61,9832.47,71.69,1055.11,1.4794,41.02
2009-10-09,1535.72,648.068,1071.49,1807.07,2882.18,10016.39,71.77,1049.25,1.4732,41.37
2009-10-12,,648.538,1076.19,1807.44,2914.35,,73.27,1057.03,1.4773,41.31
2009-10-13,1541.72,649.529,1073.19,1808.58,2879.06,10076.56,74.15,1064.2,1.4854,40.73
2009-10-14,1537.07,651.362,1092.02,1812.12,2950.82,10060.21,75.18,1062.25,1.4925,42.22
2009-10-15,1534.56,652.286,1096.56,1814.78,2939.09,10238.65,77.58,1050.4,1.4947,41.86
2009-10-16,1537.11,653.305,1087.68,1815.4,2893.53,10257.56,78.53,1053.55,1.4905,40.76
2009-10-19,1538.39,654.665,1097.91,1817.07,2947.41,10236.51,79.61,1064.2,1.4965,41.64
2009-10-20,1542.39,656.572,1091.06,1818.83,2925.08,10336.84,79.09,1055.03,1.4945,40.87
2009-10-21,1538.69,657.011,1081.4,1819.56,2936.83,10333.39,81.37,1058.9,1.5016,40.35
2009-10-22,1539.25,657.877,1092.91,1820.04,2902.19,10267.17,81.19,1060.0,1.5033,41.41
2009-10-23,1536.93,658.403,1079.6,1822.46,2886.08,10282.99,80.5,1055.45,1.5008,40.92
2009-10-26,1533.67,659.345,1066.95,1823.84,2834.82,10362.62,78.68,1038.65,1.4876,40.82
2009-10-27,1539.25,659.536,1063.42,1823.84,2835.17,10212.46,79.55,1040.0,1.4804,40.23
2009-10-28,1542.58,657.789,1042.63,1820.95,2778.46,10075.05,77.46,1028.1,1.4706,38.54
2009-10-29,1538.03,656.633,1066.11,1817.21,2824.78,9891.1,79.87,1046.95,1.4822,40.3
2009-10-30,1544.8,657.483,1036.2,1816.39,2743.5,10034.74,77.0,1045.45,1.4719,39.6
2009-10-31,,657.502,,,,,,,,
2009-11-02,1543.4,656.841,1042.88,1814.34,2762.95,9802.95,78.13,1059.5,1.4775,39.59
2009-11-03,1540.26,655.793,1045.41,1812.05,2712.3,,79.6,1084.23,1.4724,40.17
2009-11-04,1537.54,656.209,1046.5,1809.8,2763.29,9844.31,80.4,1092.05,1.4861,39.31
2009-11-05,1539.83,657.057,1066.63,1809.01,2793.44,9717.44,79.62,1090.35,1.4871,40.2
2009-11-06,1542.16,657.319,1069.3,1810.05,2794.25,9789.35,77.43,1095.2,1.4847,39.54
2009-11-09,1543.57,658.692,1093.08,1811.69,2860.11,9808.99,79.43,1104.1,1.4999,41.49
2009-11-10,1544.57,659.935,1093.01,1811.59,2856.44,9870.73,79.05,1105.85,1.4993,41.18
2009-11-11,,660.091,1098.51,1811.95,2881.01,9871.68,79.28,1117.3,1.4987,41.95
2009-11-12,1547.68,660.859,1087.24,1813.25,2876.92,9804.49,76.94,1103.6,1.485,41.52
2009-11-13,1549.58,661.402,1093.48,1814.16,2883.04,9770.31,76.35,1118.65,1.4903,42.08
2009-11-16,1555.54,662.676,1109.3,1815.93,2926.15,9791.18,78.9,1139.3,1.497,43.1
2009-11-17,1555.53,662.963,1110.32,1817.13,2906.92,9729.93,79.14,1141.38,1.4876,42.35
2009-11-18,1553.52,663.104,1109.8,1818.82,2908.53,9676.8,79.58,1145.6,1.4963,43.12
2009-11-19,1554.6,662.962,1094.9,1818.38,2860.29,9549.47,77.46,1144.6,1.4925,42.13
2009-11-20,1554.41,662.93,1091.38,1817.64,2833.06,9497.68,76.72,1150.6,1.4862,41.83
2009-11-23,1555.17,663.893,1106.24,1820.25,2898.19,,77.56,1166.0,1.4961,42.36
2009-11-24,1558.4,664.51,1105.65,1821.13,2877.58,9401.58,76.02,1169.41,1.4968,41.728
2009-11-25,1559.62,664.949,1110.63,1821.81,2896.9,9441.64,77.96,1191.66,1.5134,41.9
2009-11-26,,665.105,,1822.01,2799.44,9383.24,,1193.06,1.5019,
2009-11-27,1563.74,665.127,1091.49,1821.99,2831.14,9081.52,76.05,1177.63,1.4988,40.68
2009-11-30,1564.8,664.164,1095.63,1821.26,2797.25,9345.55,77.28,1179.63,1.5005,42.2
2009-12-01,1561.29,664.643,1108.86,1822.21,2871.75,9572.2,78.37,1196.51,1.5081,42.82
2009-12-02,1559.04,665.65,1109.23,1823.04,2877.94,9608.94,76.6,1215.85,1.5044,43.52
2009-12-03,1556.45,666.911,1099.92,1824.78,2876.14,9977.67,76.46,1207.45,1.5053,43.03
2009-12-04,1551.31,668.239,1105.98,1828.09,2910.33,10022.59,75.47,1161.43,1.4858,44.3
2009-12-07,1555.12,669.73,1103.25,1831.7,2896.23,10167.6,73.93,1158.1,1.4827,43.37
2009-12-08,1558.96,670.621,1091.94,1833.38,2849.17,10140.47,72.62,1128.4,1.4704,43.12
2009-12-09,1557.93,671.585,1095.95,1836.51,2818.1,10004.72,70.67,1128.6,1.4726,43.03
2009-12-10,1555.28,672.44,1102.35,1841.07,2851.29,9862.82,70.54,1131.03,1.4732,42.86
2009-12-11,1553.51,673.405,1106.41,1844.69,2862.32,10107.87,69.87,1115.38,1.4615,43.55
2009-12-14,1553.26,675.484,1114.11,1846.98,2885.0,10105.68,69.51,1126.78,1.4656,44.34
2009-12-15,1550.23,677.057,1107.93,1850.36,2888.58,10083.48,70.69,1125.1,1.4538,43.9
2009-12-16,1551.37,678.639,1109.18,1853.17,2926.52,10177.41,72.66,1137.9,1.4531,44.22
2009-12-17,1558.51,679.737,1096.08,1854.75,2891.66,10163.8,72.65,1098.9,1.4338,43.95
2009-12-18,1555.36,680.092,1102.47,1856.44,2871.22,10142.05,73.36,1113.2,1.4338,44.24
2009-12-21,1548.36,680.43,1114.05,1858.34,2926.05,10183.47,72.47,1093.45,1.4276,44.84
2009-12-22,1544.89,681.324,1118.02,1861.25,2945.71,10378.03,74.4,1083.9,1.4249,45.31
2009-12-23,1544.6,682.109,1120.59,1863.4,2957.48,,76.67,1087.65,1.4337,45.85
2009-12-24,1540.63,682.152,1126.48,1865.08,2957.03,10536.92,78.05,1105.5,1.438,45.92
2009-12-25,,,,1865.29,,10494.71,,1105.45,1.4411,
2009-12-28,1538.61,682.927,1127.78,1868.04,2982.42,10634.23,78.77,1107.1,1.4378,46.14
2009-12-29,1540.81,683.725,1126.2,1870.18,2992.08,10638.06,78.87,1096.83,1.4354,45.45
2009-12-30,1542.97,684.342,1126.42,1872.9,2966.24,10546.44,79.28,1092.9,1.4339,45.52
2009-12-31,1540.34,684.983,1115.1,1874.8,2964.96,,79.36,1096.98,1.4321,44.74
2010-01-01,,,,1875.01,,,,1097.35,1.4324,
2010-01-04,1542.4,687.562,1132.98,1880.55,3017.8,10654.79,81.51,1121.28,1.4413,44.55
2010-01-05,1549.2,690.892,1136.52,1889.8,3012.36,10681.83,81.77,1118.05,1.4365,44.5
2010-01-06,1547.8,694.032,1137.14,1896.91,3009.66,10731.45,83.18,1138.25,1.4408,44.42
2010-01-07,1547.0,697.437,1141.7,1900.15,3007.34,10681.66,82.66,1131.75,1.4308,44.9
2010-01-08,1548.39,698.79,1144.98,1902.22,3017.85,10798.32,82.75,1138.23,1.4409,44.57
2010-01-11,1549.08,699.962,1146.98,1905.34,3010.24,,82.52,1151.85,1.4513,44.83
2010-01-12,1555.25,700.349,1136.22,1906.49,2976.89,10879.14,80.79,1128.48,1.4486,44.08
2010-01-13,1551.75,700.242,1145.68,1907.33,2978.41,10735.03,79.65,1138.18,1.451,44.97
2010-01-14,1555.83,700.685,1148.46,1908.99,2989.71,10907.68,79.39,1142.75,1.4499,44.93
2010-01-15,1559.18,700.605,1136.03,1911.32,2940.25,10982.1,78.0,1130.93,1.4387,44.59
2010-01-18,,701.086,,1911.95,2957.87,10855.08,,1134.1,1.4384,
2010-01-19,1557.39,700.165,1150.23,1912.85,2984.82,10764.9,79.02,1138.35,1.4288,45.5
2010-01-20,1560.13,699.928,1138.04,1913.12,2914.6,10737.52,77.62,1111.3,1.4106,44.99
2010-01-21,1563.39,699.326,1116.48,1912.83,2863.25,10868.41,76.08,1094.05,1.4084,43.7
2010-01-22,1563.03,696.734,1091.76,1910.75,2836.8,10590.55,74.54,1093.23,1.4139,42.6
2010-01-25,1561.25,694.914,1096.79,1908.83,2807.3,10512.69,75.26,1098.4,1.4151,42.9
2010-01-26,1560.99,694.605,1092.17,1908.3,2827.74,10325.28,74.71,1097.65,1.4072,42.5
2010-01-27,1560.28,694.77,1097.5,1909.01,2787.4,10252.08,73.67,1087.95,1.4024,42.88
2010-01-28,1560.05,694.918,1084.53,1910.69,2737.33,10414.29,73.64,1086.95,1.3971,42.51
2010-01-29,1563.87,695.204,1073.87,1912.65,2776.83,10198.04,72.89,1081.2,1.3863,42.27
2010-01-31,,695.364,,,,,,,,
2010-02-01,1561.4,694.603,1089.19,1913.54,2793.29,10205.02,74.43,1105.55,1.3931,43.04
2010-02-02,1563.18,695.149,1103.32,1914.76,2830.01,10371.09,77.23,1114.45,1.3964,43.63
2010-02-03,1560.28,695.942,1097.28,1916.67,2804.61,10404.33,76.98,1109.8,1.3893,42.92
2010-02-04,1565.27,694.88,1063.11,1916.36,2707.45,10355.98,73.14,1063.53,1.3723,41.33
2010-02-05,1568.5,691.088,1066.19,1914.76,2631.64,10057.09,71.19,1066.25,1.3678,42.09
2010-02-08,1565.9,689.185,1056.74,1913.74,2664.29,9951.82,71.89,1062.85,1.3649,41.17
2010-02-09,1562.97,687.298,1070.52,1912.41,2668.43,9932.9,73.75,1078.1,1.3797,41.04
2010-02-10,1559.25,684.374,1068.14,1910.86,2700.17,9963.99,74.52,1072.1,1.3737,41.12
2010-02-11,1557.92,682.875,1078.47,1908.93,2680.25,,75.28,1095.47,1.3693,41.508
2010-02-12,1560.42,682.539,1075.51,1908.31,2674.46,10092.19,74.13,1097.1,1.3632,42.0
2010-02-15,,683.023,,1908.94,2683.83,10013.3,,1100.9,1.3598,
2010-02-16,1562.71,683.734,1094.87,1908.74,2720.77,10034.25,77.01,1119.4,1.377,43.19
2010-02-17,1558.43,687.557,1099.51,1910.1,2762.25,10306.83,77.33,1106.85,1.3607,43.58
2010-02-18,1555.6,690.282,1106.75,1910.65,2778.3,10335.69,79.06,1109.0,1.3527,44.23
2010-02-19,1556.18,692.772,1109.17,1912.31,2793.37,10123.58,79.81,1119.2,1.3613,44.26
2010-02-22,1557.42,694.953,1108.02,1915.87,2778.12,10400.47,80.16,1114.28,1.3596,44.37
2010-02-23,1563.63,694.791,1094.6,1916.66,2730.57,10352.1,78.86,1103.33,1.3507,44.03
2010-02-24,1563.2,695.061,1105.24,1916.87,2734.95,10198.83,80.0,1097.63,1.3538,44.48
2010-02-25,1565.97,694.905,1102.94,1917.05,2684.42,10101.96,78.17,1106.2,1.3548,44.65
2010-02-26,1569.71,695.806,1104.49,1918.14,2728.47,10126.03,79.66,1117.59,1.3631,44.63
2010-02-28,,696.441,,,,,,,,
2010-03-01,1569.45,697.679,1115.71,1919.91,2772.7,10172.06,78.7,1118.85,1.356,45.01
2010-03-02,1570.57,700.09,1118.31,1922.75,2796.33,10221.84,79.68,1134.65,1.3615,45.03
2010-03-03,1570.82,701.332,1118.79,1924.89,2822.59,10253.14,80.87,1139.95,1.3697,44.91
2010-03-04,1571.82,702.501,1122.97,1926.31,2816.1,10145.72,80.21,1132.1,1.3581,45.19
2010-03-05,1568.38,704.241,1138.7,1928.97,2877.44,10368.96,81.5,1134.9,1.3626,46.42
2010-03-08,1568.24,706.838,1138.51,1932.79,2879.29,10585.92,81.87,1123.63,1.3634,46.89
2010-03-09,1570.03,708.465,1140.45,1934.81,2880.71,10567.65,81.49,1121.85,1.3602,47.0
2010-03-10,1569.44,710.085,1145.61,1937.1,2909.4,10563.92,82.09,1108.5,1.3657,47.42
2010-03-11,1569.88,709.877,1150.24,1938.6,2895.74,10664.95,82.11,1109.55,1.3681,47.7
2010-03-12,1570.45,710.843,1149.99,1939.68,2898.36,10751.26,81.24,1101.85,1.3769,48.08
2010-03-15,1571.42,711.019,1150.51,1941.46,2870.55,10751.98,79.8,1108.45,1.3677,47.97
2010-03-16,1574.65,711.397,1159.46,1942.97,2905.93,10721.71,81.7,1127.78,1.3766,49.13
2010-03-17,1575.64,712.729,1166.21,1944.64,2931.31,10846.98,82.93,1120.43,1.3738,49.86
2010-03-18,1574.1,713.902,1165.83,1945.69,2913.74,10744.03,82.2,1127.4,1.3608,49.59
2010-03-19,1573.32,714.35,1159.9,1946.56,2897.95,10824.72,80.68,1107.05,1.353,49.05
2010-03-22,1574.49,714.301,1165.81,1947.4,2890.75,,81.25,1102.2,1.3558,49.67
2010-03-23,1574.7,714.873,1174.17,1948.7,2910.52,10774.15,81.91,1105.18,1.3499,49.53
2010-03-24,1566.69,715.057,1167.72,1949.76,2903.94,10815.03,80.61,1086.7,1.3315,49.8
2010-03-25,1563.04,715.681,1165.73,1952.55,2948.09,10828.85,80.53,1090.5,1.3273,49.55
2010-03-26,1566.09,716.738,1166.59,1954.29,2940.94,10996.37,80.0,1107.25,1.341,49.29
2010-03-29,1566.43,717.774,1173.22,1957.78,2947.49,10986.47,82.17,1109.78,1.3483,49.44
2010-03-30,1565.67,718.101,1173.27,1960.32,2939.68,11097.14,82.37,1103.55,1.3414,49.37
2010-03-31,1567.78,718.001,1169.43,1961.77,2931.16,11089.94,83.76,1113.25,1.351,48.81
2010-04-01,1565.63,718.004,1178.1,1963.88,2978.5,11244.4,84.87,1126.78,1.3589,49.06
2010-04-02,1560.02,,,1964.5,,11286.09,,1123.8,1.3504,
2010-04-05,1557.02,719.138,1187.44,1966.31,,11339.3,86.62,1131.85,1.3484,50.14
2010-04-06,1559.21,720.032,1189.44,1967.82,2989.49,11282.32,86.84,1134.28,1.3399,51.29
2010-04-07,1566.66,721.315,1182.45,1970.23,2974.62,11292.83,85.88,1149.4,1.3344,50.16
2010-04-08,1565.33,721.167,1186.44,1971.9,2942.31,11168.2,85.39,1150.61,1.3361,50.22
2010-04-09,1566.37,722.213,1194.37,1974.33,2993.54,11204.34,84.92,1161.75,1.35,50.93
2010-04-12,1571.09,724.077,1196.48,1976.58,3002.23,11251.9,84.34,1156.3,1.3592,50.61
2010-04-13,1573.18,725.3,1197.3,1979.11,2988.24,11161.23,84.05,1150.68,1.3614,51.85
2010-04-14,1570.79,726.697,1210.65,1982.3,3008.03,11204.9,85.84,1155.4,1.3653,51.93
2010-04-15,1572.35,728.93,1211.67,1984.5,3012.65,11273.79,85.51,1159.26,1.3573,50.51
2010-04-16,1577.57,729.98,1192.13,1985.92,2949.65,11102.18,83.24,1137.41,1.3503,49.35
2010-04-19,1574.82,729.032,1197.52,1985.9,2940.19,10908.77,81.45,1135.75,1.3489,49.57
2010-04-20,1575.05,730.157,1207.18,1986.41,2983.91,10900.68,83.45,1140.76,1.3435,50.41
2010-04-21,1578.7,731.422,1205.95,1986.34,2947.64,11090.05,83.68,1146.78,1.339,51.29
2010-04-22,1576.29,731.696,1208.67,1985.49,2897.59,10949.09,83.7,1141.58,1.3295,52.08
2010-04-23,1573.88,732.183,1217.28,1985.72,2918.11,10914.46,85.12,1157.73,1.3384,52.77
2010-04-26,1574.65,733.7,1212.05,1989.16,2947.04,11165.79,84.2,1153.53,1.3383,53.19
2010-04-27,1581.57,734.168,1183.71,1989.03,2838.78,11212.66,82.44,1167.95,1.3175,51.49
2010-04-28,1576.56,732.922,1191.36,1988.77,2788.54,10924.79,83.22,1165.78,1.3221,51.65
2010-04-29,1580.33,733.638,1206.78,1989.64,2828.12,,85.17,1167.03,1.3233,53.98
2010-04-30,1584.1,734.077,1186.69,1990.6,2816.86,11057.4,86.15,1179.03,1.3294,52.3
2010-05-03,1581.13,734.053,1202.26,1991.35,2816.5,,86.19,1182.23,1.3195,54.04
2010-05-04,1586.26,733.316,1173.6,1990.57,2708.12,,82.74,1171.01,1.2987,52.81
2010-05-05,1589.42,729.314,1165.9,1987.29,2679.3,,79.97,1175.08,1.2814,52.1
2010-05-06,1596.77,722.99,1128.15,1982.02,2611.41,10695.69,77.11,1208.7,1.262,49.96
2010-05-07,1591.19,715.784,1110.89,1969.48,2500.18,10364.59,75.11,1208.4,1.2755,49.12
2010-05-10,1587.74,720.283,1159.73,1973.22,2758.89,10530.7,76.8,1203.14,1.2787,52.36
2010-05-11,1587.24,718.24,1155.79,1969.27,2730.48,10411.1,76.37,1232.7,1.2662,52.67
2010-05-12,1587.01,721.909,1171.67,1969.36,2764.31,10394.03,75.65,1239.0,1.2614,53.52
2010-05-13,1588.7,723.47,1157.44,1971.47,2764.05,10620.55,74.4,1232.65,1.2535,52.65
2010-05-14,1596.03,720.742,1135.68,1970.06,2633.92,10462.51,71.61,1232.98,1.2358,50.98
2010-05-17,1594.78,719.405,1136.94,1969.04,2635.34,10235.76,70.08,1222.3,1.2395,51.05
2010-05-18,1599.44,719.179,1120.8,1967.98,2698.21,10242.64,69.41,1225.18,1.2202,49.76
2010-05-19,1598.73,715.195,1115.05,1963.61,2619.48,10186.84,69.87,1193.73,1.2415,49.3
2010-05-20,1603.15,708.294,1071.59,1954.65,2569.58,10030.31,68.01,1182.45,1.2487,46.77
2010-05-21,1605.01,706.318,1087.69,1949.78,2574.18,9784.54,70.04,1177.08,1.257,48.34
2010-05-24,1602.14,707.374,1073.65,1948.69,2558.27,9758.4,70.21,1191.73,1.2372,47.26
2010-05-25,1603.75,700.629,1074.03,1941.41,2488.5,9459.89,68.75,1204.35,1.2345,47.64
2010-05-26,1600.68,703.8,1067.95,1942.97,2530.34,9522.66,71.51,1211.7,1.2178,47.54
2010-05-27,1594.45,705.995,1103.06,1943.78,2619.36,9639.72,74.55,1212.63,1.2362,50.15
2010-05-28,1597.43,707.904,1089.41,1945.08,2614.06,9762.98,73.97,1214.73,1.2273,49.51
2010-05-31,1597.43,708.233,,1945.77,2610.26,9768.7,,1216.3,1.2306,
2010-06-01,1598.1,706.946,1070.71,1944.63,2606.58,9711.83,72.58,1225.78,1.2229,48.48
2010-06-02,1596.2,706.089,1098.38,1943.06,2601.98,9603.24,72.86,1223.55,1.2249,49.43
2010-06-03,1595.0,708.457,1102.83,1944.63,2634.16,9914.19,74.61,1206.55,1.2163,49.29
2010-06-04,1605.54,707.547,1064.88,1944.18,2553.59,9901.19,71.51,1220.03,1.1967,46.5
2010-06-07,1605.71,707.089,1050.47,1942.81,2529.97,9520.8,71.44,1240.35,1.1923,46.25
2010-06-08,1606.53,704.88,1062.0,1940.11,2510.84,9537.94,71.99,1236.58,1.1973,47.08
2010-06-09,1605.69,704.593,1055.69,1938.4,2556.68,9439.13,74.38,1233.4,1.1979,47.36
2010-06-10,1597.65,703.552,1086.84,1935.91,2608.74,9542.65,75.48,1216.53,1.2124,49.41
2010-06-11,1604.42,704.007,1091.6,1934.17,2638.31,9705.25,73.78,1226.58,1.2112,50.0
2010-06-14,1602.25,705.72,1089.63,1935.14,2683.46,9879.85,75.12,1221.15,1.2221,50.62
2010-06-15,1600.81,708.229,1115.23,1936.33,2716.3,9887.89,76.94,1234.25,1.2332,51.75
2010-06-16,1602.8,711.049,1114.61,1936.79,2718.73,10067.15,77.67,1229.1,1.2311,51.28
2010-06-17,1608.83,715.083,1116.04,1939.06,2728.12,9999.4,76.79,1245.16,1.2389,51.39
2010-06-18,1607.7,716.799,1117.51,1940.94,2737.02,9995.02,77.18,1256.8,1.2388,51.23
2010-06-21,1608.44,720.887,1113.2,1944.34,2768.27,10238.01,77.82,1233.65,1.2312,50.83
2010-06-22,1612.67,720.73,1095.31,1944.42,2745.97,10112.89,77.21,1239.9,1.2271,49.32
2010-06-23,1615.22,720.268,1092.04,1944.31,2704.8,9923.7,76.35,1237.33,1.2311,49.45
2010-06-24,1613.7,718.455,1073.69,1942.52,2645.32,9928.34,76.51,1243.35,1.2333,47.95
2010-06-25,1614.97,718.656,1076.77,1941.83,2629.25,9737.48,78.86,1255.68,1.2369,49.16
2010-06-28,1620.08,720.007,1074.57,1941.88,2668.67,9693.94,78.25,1238.94,1.2277,48.58
2010-06-29,1622.33,717.548,1041.24,1938.69,2556.34,9570.67,75.94,1240.58,1.2188,46.99
2010-06-30,1622.48,717.467,1030.71,1936.68,2573.32,9382.64,75.63,1242.38,1.2238,46.49
2010-07-01,1623.39,716.534,1027.37,1934.43,2518.65,9191.6,72.95,1198.69,1.2527,46.33
2010-07-02,1621.09,716.707,1022.58,1933.97,2522.36,9203.71,72.14,1211.65,1.2566,45.44
2010-07-05,,717.212,,1934.68,2507.83,9266.78,,1208.93,1.2538,
2010-07-06,1625.11,718.703,1028.06,1934.71,2578.69,9338.04,71.98,1192.6,1.2626,44.43
2010-07-07,1623.01,719.204,1060.27,1933.74,2634.39,9279.65,74.07,1202.78,1.2638,46.59
2010-07-08,1621.99,721.769,1070.24,1934.72,2666.42,9535.74,75.44,1198.25,1.2698,47.17
2010-07-09,1620.78,723.704,1077.96,1936.28,2681.2,9585.32,76.09,1211.71,1.2641,47.77
2010-07-12,1622.1,725.418,1078.75,1938.18,2686.09,9548.11,74.95,1196.85,1.2596,47.92
2010-07-13,1619.55,728.094,1095.34,1940.79,2737.59,9537.23,77.15,1212.3,1.2724,49.1
2010-07-14,1624.31,729.821,1095.17,1942.82,2738.96,9795.24,77.04,1208.47,1.2743,48.81
2010-07-15,1628.46,730.802,1096.48,1944.33,2702.81,9685.53,76.62,1208.3,1.295,48.645
2010-07-16,1630.84,731.251,1064.88,1945.52,2645.61,9408.36,76.01,1193.0,1.293,47.07
2010-07-19,1629.36,731.745,1071.25,1946.58,2634.6,,76.54,1182.93,1.2942,47.65
2010-07-20,1631.21,732.269,1083.48,1946.91,2627.28,9300.46,77.44,1192.2,1.288,48.54
2010-07-21,1634.69,734.374,1069.59,1948.91,2639.52,9278.83,76.56,1185.0,1.2754,47.53
2010-07-22,1633.25,735.708,1093.67,1951.44,2714.21,9220.88,79.3,1194.98,1.2893,49.31
2010-07-23,1630.98,736.857,1102.66,1954.08,2719.13,9430.96,78.98,1189.14,1.2909,49.935
2010-07-26,1632.12,738.898,1115.01,1955.71,2743.12,9503.66,78.98,1183.5,1.2994,51.19
2010-07-27,1630.61,740.648,1113.84,1960.04,2769.31,9496.85,77.5,1161.6,1.2996,51.18
2010-07-28,1633.68,741.68,1106.13,1963.97,2766.11,9753.27,76.99,1163.1,1.2995,51.08
2010-07-29,1634.43,742.028,1101.53,1966.24,2752.93,9696.02,78.36,1168.1,1.3079,50.65
2010-07-30,1639.8,742.315,1101.6,1966.22,2742.14,9537.3,78.95,1181.0,1.3052,50.95
2010-07-31,,742.328,,,,,,,,
2010-08-02,1636.7,743.123,1125.86,1968.36,2822.17,9570.31,81.34,1182.75,1.3179,52.66
2010-08-03,1640.84,744.483,1120.46,1968.37,2818.97,9694.01,82.55,1186.25,1.3231,52.15
2010-08-04,1638.53,745.258,1127.24,1969.4,2825.08,9489.34,82.47,1194.83,1.3161,52.52
2010-08-05,1640.38,745.73,1125.82,1970.16,2819.34,9653.92,82.01,1194.96,1.3189,51.86
2010-08-06,1644.4,746.14,1121.64,1970.47,2779.34,9642.12,80.7,1205.4,1.328,51.62
2010-08-09,1644.05,747.211,1127.79,1971.82,2827.27,9572.49,81.48,1201.23,1.3222,52.21
2010-08-10,1645.58,746.647,1121.06,1972.2,2800.02,9551.05,80.25,1204.3,1.3177,51.7
2010-08-11,1649.29,744.175,1089.47,1971.58,2724.16,9292.85,78.02,1198.15,1.2863,50.41
2010-08-12,1646.31,741.852,1083.61,1970.43,2720.85,9212.59,75.74,1213.95,1.2829,49.78
2010-08-13,1649.24,741.554,1079.25,1970.44,2708.73,9253.46,75.39,1215.43,1.2754,49.78
2010-08-16,1655.68,742.433,1079.38,1970.96,2698.29,9196.67,75.24,1225.35,1.2827,49.74
2010-08-17,1652.09,743.044,1092.54,1971.63,2737.69,9161.68,75.77,1224.83,1.2885,50.88
2010-08-18,1651.89,744.084,1094.16,1972.07,2728.66,9240.54,75.42,1229.3,1.2853,50.925
2010-08-19,1655.97,744.549,1075.63,1972.61,2675.02,9362.68,74.43,1231.96,1.2823,49.63
2010-08-20,1653.28,743.756,1071.69,1972.26,2643.98,9179.38,73.46,1227.89,1.2712,49.47
2010-08-23,1654.43,744.339,1067.36,1972.99,2660.84,9116.69,73.1,1226.15,1.2657,49.21
2010-08-24,1659.06,743.745,1051.87,1972.06,2614.54,8995.14,71.63,1230.5,1.2627,49.01
2010-08-25,1657.35,742.676,1055.33,1971.39,2587.4,8845.39,72.52,1240.15,1.2659,49.79
2010-08-26,1660.2,743.091,1047.22,1971.82,2606.89,8906.48,73.36,1237.6,1.2716,49.49
2010-08-27,1651.41,742.951,1064.59,1972.03,2630.35,8991.06,75.17,1237.83,1.2763,50.31
